Dust2,Inferno,Vertigo,Overpass,Nuke,Mirage,Train,Default,Cache,Cobblestone,team_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DESTRUCTORS
1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,Latingamers
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ICON
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MongrelMob
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ingame
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Volta7
0.5,0.3333333333333333,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.0,Dragons
0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Uber To Your Crib
0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,Duck Nutz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ex-iNTACT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vapebar
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poutine Warriors
0.0,0.0,0.0,0.6666666666666666,0.0,0.8,0.0,0.0,0.0,0.0,AllTheStars
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,The Foundation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ten Gallon Terrors
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chiefs Academy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inside
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,potatosquad
0.0,0.6363636363636364,0.0,0.7142857142857143,0.3333333333333333,0.625,0.3333333333333333,0.0,0.0,0.3333333333333333,Mask Off
0.3333333333333333,0.5,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,QuetzaL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NinjaServ
0.0,0.25,0.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2857142857142857,0.5,Invictus Aquilas
0.0,0.5,0.0,0.0,0.2,0.0,0.6666666666666666,0.0,0.5,0.0,Dignitas fe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Battalion
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VCU
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7Sins
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Action Live
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhein Neckar
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Monky See Monky Do
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Sherifi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nem Viu
0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.4,G2V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HyperioN
0.2857142857142857,0.4067796610169492,0.7,0.6,0.46938775510204084,0.574468085106383,0.5483870967741935,0.0,0.6666666666666666,0.7,Sharks
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apocalypse
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bruto500
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aranea
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,savage
0.0,0.5,0.0,0.25,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,exceL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eNgine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nexus Academy
0.3880597014925373,0.5038167938931297,0.6666666666666666,0.28,0.3728813559322034,0.5503875968992248,0.4,0.0,0.4953271028037383,0.5344827586206896,Complexity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FcottoNd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Star Spangled Fraggers
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NUE
0.0,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.5,FGE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,segura o bone
1.0,0.5,0.0,0.38461538461538464,0.625,0.3333333333333333,0.5333333333333333,0.0,0.5625,0.5,Torqued
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Glacon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:thinking:
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,repskops
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de_mirage
0.5,0.38461538461538464,0.0,0.25,1.0,0.42857142857142855,0.2857142857142857,0.0,0.42857142857142855,0.4166666666666667,AlienTech
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calmface
0.0,0.1111111111111111,0.0,0.25,0.0,0.38461538461538464,0.25,0.0,0.3333333333333333,0.17647058823529413,Rush
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kazek
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nostalgie
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MegaWonsz9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Attack All Around
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hadouken
0.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.3333333333333333,Aerowolf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OwmS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Xtreme Lungiz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aztek
0.0,0.6666666666666666,1.0,0.4,0.5714285714285714,0.29411764705882354,0.5,0.0,0.6666666666666666,0.5714285714285714,LPSP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nEEts
0.6666666666666666,0.45454545454545453,0.0,0.5789473684210527,0.3333333333333333,0.4489795918367347,0.4411764705882353,0.0,0.5,0.48148148148148145,TheMongolz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruxie's Farmers
0.3333333333333333,0.5,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,Turkey5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Metamorphic
0.0,0.5,0.0,0.3333333333333333,0.0,0.2,0.5,0.0,0.5,0.3333333333333333,Threats
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,LEOPARD
0.5,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,warmup
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Insidious
0.5,0.4266666666666667,1.0,0.5641025641025641,0.627906976744186,0.553030303030303,0.41509433962264153,0.0,0.39622641509433965,0.5733333333333334,Dignitas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S Nastupaushim
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fractals
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QCCLAN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wildcats
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Mexico
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plan A
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixLAN
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HYDR
0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,ANTI ECO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somali Pilots
0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,Ambition
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dragon
0.3076923076923077,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.7777777777777778,0.0,0.0,0.0,ex-Epsilon
0.5666666666666667,0.5,0.6666666666666666,0.42857142857142855,0.3157894736842105,0.45454545454545453,0.4090909090909091,0.0,0.5,0.0,Espada
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Singularity Academy
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,InControl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAZ
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,ajukreizi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hobro Vikings
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Business 5
0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,Content
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANEW
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAKONGA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malafama
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finkatt
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reflex
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Project_Polygon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JustSwing
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não Tem Org
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K23 fe
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,CSGO-MDL
0.0,0.5,1.0,0.2857142857142857,0.0,0.125,0.36363636363636365,0.0,0.16666666666666666,0.0,WePlayGames
0.0,0.5555555555555556,0.0,0.3333333333333333,0.0,0.5454545454545454,0.0,0.0,0.5,0.5,1337HUANIA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VG.Anthrax
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyberstorm
0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,Anunnaki
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homesick
0.8461538461538461,0.7325581395348837,1.0,0.79,0.7121212121212122,0.6732673267326733,0.6190476190476191,1.0,0.639344262295082,0.72,Grayhound
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VITAL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HellSide
0.0,0.6666666666666666,1.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,Maknitude
0.5357142857142857,0.6388888888888888,0.0,0.5714285714285714,0.6046511627906976,0.6133333333333333,0.4166666666666667,0.0,0.42857142857142855,0.6129032258064516,MVP PK
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red ViperZ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROG nooky
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UTA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gameworks
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90s druglords
0.7272727272727273,0.2916666666666667,0.3333333333333333,0.5,0.4375,0.2222222222222222,0.35294117647058826,1.0,0.6666666666666666,0.5,Defusekids
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vicious Adikta
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KLIM
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,WinFiction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MDL All-Star steel
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cortex Red
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FREEROX
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kadmus7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16yotalents
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Prime
0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.4,0.0,0.2,0.5,ENZO
0.75,0.25,1.0,0.0,0.5714285714285714,0.2,0.5,0.0,0.0,0.0,Faint
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZEN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KGG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Speed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gromatic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galactica
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pufiki
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taloo
0.5333333333333333,0.5,0.0,0.4,0.375,0.5384615384615384,0.4838709677419355,0.0,0.5882352941176471,0.5625,Tempo Storm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pharsyde
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aim.Attack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QQ
0.16666666666666666,0.6153846153846154,0.0,1.0,0.0,0.3,0.18181818181818182,0.0,0.3333333333333333,0.3333333333333333,Codewise Unicorns
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACES
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GMCC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Just For Fun
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,BBC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMIX
0.0,0.0,0.0,0.6666666666666666,0.0,0.5,1.0,0.0,1.0,0.0,ownage
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DnA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEEZ NUTS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CyberMP5
0.3181818181818182,0.5555555555555556,0.75,0.38095238095238093,0.3333333333333333,0.6666666666666666,0.6923076923076923,0.0,0.0,0.0,RED Canids
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RUNnGUN
1.0,0.5333333333333333,0.0,0.6666666666666666,0.6111111111111112,0.4090909090909091,0.5932203389830508,0.0,0.3333333333333333,0.6382978723404256,Outlaws
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,Brasil Gaming House
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR@zYReB3L
0.5555555555555556,0.5263157894736842,0.0,0.6,0.0,0.6923076923076923,0.5,0.0,0.0,0.0,Phoenix
1.0,0.5,0.0,0.0,0.0,0.375,1.0,0.0,0.5,0.0,Supremacy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seven.Modula
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wildfire fe
0.4,0.5357142857142857,0.5,0.6153846153846154,0.6,0.4444444444444444,0.5862068965517241,0.0,0.0,0.0,Genuine
0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,GAMERZONE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evolve
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Booty Duty
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ECL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holding W
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Black Label Society
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,ahq
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KHANS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeverPlay
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nturtles
0.59375,0.7021276595744681,1.0,0.5833333333333334,0.5753424657534246,0.6559139784946236,0.7758620689655172,0.0,0.7560975609756098,0.0,ORDER
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Kingpins
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antithese
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Modus Awperandi
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Connect
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARDNEJA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BlinkDagger
0.5,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,Apeks
0.6290322580645161,0.671875,0.7,0.7446808510638298,0.639344262295082,0.6056338028169014,0.5,0.0,0.782608695652174,0.0,Vitality
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luccini
0.5,0.0,0.0,0.25,0.4,0.4,0.6666666666666666,0.0,0.6,0.45454545454545453,ex-DarkPassage
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOX!UMAN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Horseshoe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lose
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Az
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPENBALA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCARZ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIT AND RUN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Depre
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Expendables
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SFT
0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,Majestic Lions
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRTRR
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EZRetake
0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.0,0.0,0.0,0.0,DeToNator
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ex-Wisła Płock
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intic
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy Qualifier
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Stepback
0.0,0.5,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,IPET
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryzen Dragons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DJAEVELS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Howl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vikingekrig
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,KoN Sweden
0.4117647058823529,0.5,0.25,0.6666666666666666,0.6666666666666666,0.35714285714285715,0.3333333333333333,0.0,0.5,0.0,Party Astronauts
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defining Stars
0.3333333333333333,0.6,0.0,0.2,0.0,0.42857142857142855,0.0,0.0,1.0,0.5,ex-Athletico
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UCSC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Airwalk
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aim4R Hasteka
0.0,0.5963302752293578,0.631578947368421,0.5769230769230769,0.4507042253521127,0.4246575342465753,0.4782608695652174,0.0,0.35294117647058826,0.0,Movistar Riders
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bluuuuud
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Born Again Hard
1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,tomorrow
0.6842105263157895,0.6451612903225806,1.0,0.55,0.5,0.6363636363636364,0.5714285714285714,0.0,0.4,0.0,Bad News Bears
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glizzy Gang
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bet at Home
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,District 9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PopcornPlokker$
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NecroRaisers
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conan's Money Crew
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,nerdRage
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nfinite
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deceptors
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TinderklubeN
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deStiny & co.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,risefrom
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Xavier
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Bears
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x1 Academy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esi Pirmais
0.42857142857142855,0.125,0.0,0.0,0.625,0.25,0.5,0.0,0.6666666666666666,0.0,FrostFire
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control fe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neruna
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Strings' Llama Pack
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIANT5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ClearVision
